publicare | User 0 firma 3 numar actiuni 5 cu pretul 4

publicare | User 38 firma 4 numar actiuni 6 cu pretul 10

publicare | User 38 firma 9 numar actiuni 3 cu pretul 7

publicare | User 38 firma 8 numar actiuni 1 cu pretul 6

publicare | User 38 firma 3 numar actiuni 4 cu pretul 4

publicare | User 38 firma 2 numar actiuni 1 cu pretul 9

publicare | User 38 firma 1 numar actiuni 3 cu pretul 4

publicare | User 38 firma 0 numar actiuni 3 cu pretul 4

publicare | User 38 firma 7 numar actiuni 3 cu pretul 10

publicare | User 38 firma 6 numar actiuni 7 cu pretul 10

publicare | User 38 firma 5 numar actiuni 2 cu pretul 4

publicare | User 38 firma 4 numar actiuni 7 cu pretul 10

publicare | User 38 firma 9 numar actiuni 2 cu pretul 7

publicare | User 38 firma 8 numar actiuni 1 cu pretul 6

publicare | User 38 firma 3 numar actiuni 1 cu pretul 4

publicare | User 38 firma 2 numar actiuni 1 cu pretul 9

publicare | User 38 firma 1 numar actiuni 3 cu pretul 4

publicare | User 38 firma 0 numar actiuni 1 cu pretul 4

publicare | User 38 firma 7 numar actiuni 4 cu pretul 10

publicare | User 38 firma 6 numar actiuni 7 cu pretul 10

publicare | User 38 firma 5 numar actiuni 3 cu pretul 4

publicare | User 38 firma 4 numar actiuni 4 cu pretul 10

publicare | User 38 firma 9 numar actiuni 2 cu pretul 7

publicare | User 38 firma 8 numar actiuni 1 cu pretul 6

publicare | User 38 firma 3 numar actiuni 2 cu pretul 4

publicare | User 38 firma 2 numar actiuni 1 cu pretul 9

publicare | User 38 firma 1 numar actiuni 3 cu pretul 4

publicare | User 38 firma 0 numar actiuni 1 cu pretul 4

publicare | User 38 firma 7 numar actiuni 4 cu pretul 10

publicare | User 38 firma 6 numar actiuni 7 cu pretul 10

publicare | User 38 firma 5 numar actiuni 2 cu pretul 4

publicare | User 38 firma 4 numar actiuni 7 cu pretul 10

publicare | User 38 firma 9 numar actiuni 8 cu pretul 7

publicare | User 38 firma 8 numar actiuni 2 cu pretul 6

publicare | User 38 firma 3 numar actiuni 3 cu pretul 4

publicare | User 38 firma 2 numar actiuni 1 cu pretul 9

publicare | User 38 firma 1 numar actiuni 3 cu pretul 4

publicare | User 38 firma 0 numar actiuni 2 cu pretul 4

publicare | User 38 firma 7 numar actiuni 2 cu pretul 10

publicare | User 38 firma 6 numar actiuni 5 cu pretul 10

publicare | User 38 firma 5 numar actiuni 1 cu pretul 4

publicare | User 38 firma 4 numar actiuni 6 cu pretul 10

publicare | User 38 firma 9 numar actiuni 8 cu pretul 7

publicare | User 38 firma 8 numar actiuni 2 cu pretul 6

publicare | User 39 firma 3 numar actiuni 6 cu pretul 1

publicare | User 39 firma 2 numar actiuni 9 cu pretul 2

publicare | User 39 firma 1 numar actiuni 7 cu pretul 7

publicare | User 39 firma 0 numar actiuni 4 cu pretul 5

publicare | User 39 firma 7 numar actiuni 7 cu pretul 6

publicare | User 39 firma 6 numar actiuni 1 cu pretul 10

publicare | User 39 firma 5 numar actiuni 3 cu pretul 5

publicare | User 39 firma 4 numar actiuni 2 cu pretul 1

publicare | User 39 firma 9 numar actiuni 1 cu pretul 4

publicare | User 39 firma 8 numar actiuni 3 cu pretul 1

publicare | User 40 firma 3 numar actiuni 2 cu pretul 1

publicare | User 40 firma 2 numar actiuni 3 cu pretul 1

publicare | User 40 firma 1 numar actiuni 1 cu pretul 8

publicare | User 40 firma 0 numar actiuni 4 cu pretul 2

publicare | User 40 firma 7 numar actiuni 6 cu pretul 10

publicare | User 40 firma 6 numar actiuni 2 cu pretul 10

publicare | User 40 firma 5 numar actiuni 1 cu pretul 4

publicare | User 40 firma 4 numar actiuni 8 cu pretul 10

publicare | User 40 firma 9 numar actiuni 2 cu pretul 8

publicare | User 40 firma 8 numar actiuni 2 cu pretul 2

publicare | User 40 firma 3 numar actiuni 3 cu pretul 1

publicare | User 40 firma 2 numar actiuni 2 cu pretul 1

publicare | User 40 firma 1 numar actiuni 1 cu pretul 8

publicare | User 40 firma 0 numar actiuni 1 cu pretul 2

publicare | User 40 firma 7 numar actiuni 5 cu pretul 10

publicare | User 40 firma 6 numar actiuni 1 cu pretul 10

publicare | User 40 firma 5 numar actiuni 1 cu pretul 4

publicare | User 40 firma 4 numar actiuni 5 cu pretul 10

publicare | User 40 firma 9 numar actiuni 2 cu pretul 8

publicare | User 40 firma 8 numar actiuni 3 cu pretul 2

publicare | User 41 firma 3 numar actiuni 5 cu pretul 3

publicare | User 41 firma 2 numar actiuni 1 cu pretul 8

publicare | User 41 firma 1 numar actiuni 1 cu pretul 1

publicare | User 41 firma 0 numar actiuni 1 cu pretul 10

publicare | User 41 firma 7 numar actiuni 8 cu pretul 10

publicare | User 41 firma 6 numar actiuni 1 cu pretul 7

publicare | User 41 firma 5 numar actiuni 6 cu pretul 1

publicare | User 41 firma 4 numar actiuni 10 cu pretul 8

publicare | User 41 firma 9 numar actiuni 1 cu pretul 5

publicare | User 41 firma 8 numar actiuni 3 cu pretul 6

publicare | User 41 firma 3 numar actiuni 5 cu pretul 3

publicare | User 41 firma 2 numar actiuni 4 cu pretul 8

publicare | User 41 firma 1 numar actiuni 1 cu pretul 1

publicare | User 41 firma 0 numar actiuni 1 cu pretul 10

publicare | User 41 firma 7 numar actiuni 7 cu pretul 10

publicare | User 41 firma 6 numar actiuni 2 cu pretul 7

publicare | User 41 firma 5 numar actiuni 9 cu pretul 1

publicare | User 41 firma 4 numar actiuni 7 cu pretul 8

publicare | User 41 firma 9 numar actiuni 1 cu pretul 5

publicare | User 41 firma 8 numar actiuni 8 cu pretul 6

publicare | User 42 firma 3 numar actiuni 6 cu pretul 10

publicare | User 42 firma 2 numar actiuni 2 cu pretul 4

publicare | User 42 firma 1 numar actiuni 2 cu pretul 3

publicare | User 42 firma 0 numar actiuni 1 cu pretul 3

publicare | User 42 firma 7 numar actiuni 1 cu pretul 4

publicare | User 42 firma 6 numar actiuni 3 cu pretul 10

publicare | User 42 firma 5 numar actiuni 2 cu pretul 5

publicare | User 42 firma 4 numar actiuni 4 cu pretul 3

publicare | User 42 firma 9 numar actiuni 6 cu pretul 6

publicare | User 42 firma 8 numar actiuni 2 cu pretul 8

publicare | User 43 firma 3 numar actiuni 6 cu pretul 10

publicare | User 43 firma 2 numar actiuni 3 cu pretul 6

publicare | User 43 firma 1 numar actiuni 4 cu pretul 1

publicare | User 43 firma 0 numar actiuni 5 cu pretul 2

publicare | User 43 firma 7 numar actiuni 8 cu pretul 6

publicare | User 43 firma 6 numar actiuni 1 cu pretul 10

publicare | User 43 firma 5 numar actiuni 2 cu pretul 9

publicare | User 43 firma 4 numar actiuni 3 cu pretul 10

publicare | User 43 firma 9 numar actiuni 4 cu pretul 7

publicare | User 43 firma 8 numar actiuni 1 cu pretul 6

publicare | User 44 firma 3 numar actiuni 3 cu pretul 1

publicare | User 44 firma 2 numar actiuni 1 cu pretul 6

publicare | User 44 firma 1 numar actiuni 6 cu pretul 2

publicare | User 44 firma 0 numar actiuni 4 cu pretul 3

publicare | User 44 firma 7 numar actiuni 2 cu pretul 8

publicare | User 44 firma 6 numar actiuni 1 cu pretul 10

publicare | User 44 firma 5 numar actiuni 3 cu pretul 5

publicare | User 44 firma 4 numar actiuni 7 cu pretul 9

publicare | User 44 firma 9 numar actiuni 1 cu pretul 5

publicare | User 44 firma 8 numar actiuni 1 cu pretul 10

publicare | User 45 firma 3 numar actiuni 1 cu pretul 8

publicare | User 45 firma 2 numar actiuni 6 cu pretul 1

publicare | User 45 firma 1 numar actiuni 1 cu pretul 1

publicare | User 45 firma 0 numar actiuni 9 cu pretul 8

publicare | User 45 firma 7 numar actiuni 1 cu pretul 8

publicare | User 45 firma 6 numar actiuni 6 cu pretul 9

publicare | User 45 firma 5 numar actiuni 1 cu pretul 2

publicare | User 45 firma 4 numar actiuni 3 cu pretul 6

publicare | User 45 firma 9 numar actiuni 1 cu pretul 5

publicare | User 45 firma 8 numar actiuni 1 cu pretul 2

publicare | User 45 firma 3 numar actiuni 1 cu pretul 8

publicare | User 45 firma 2 numar actiuni 1 cu pretul 1

publicare | User 45 firma 1 numar actiuni 3 cu pretul 1

publicare | User 45 firma 0 numar actiuni 3 cu pretul 8

publicare | User 45 firma 7 numar actiuni 1 cu pretul 8

publicare | User 45 firma 6 numar actiuni 2 cu pretul 9

publicare | User 45 firma 5 numar actiuni 1 cu pretul 2

publicare | User 45 firma 4 numar actiuni 4 cu pretul 6

publicare | User 45 firma 9 numar actiuni 4 cu pretul 5

publicare | User 45 firma 8 numar actiuni 1 cu pretul 2

publicare | User 46 firma 3 numar actiuni 2 cu pretul 7

publicare | User 46 firma 2 numar actiuni 2 cu pretul 10

publicare | User 46 firma 1 numar actiuni 1 cu pretul 9

publicare | User 46 firma 0 numar actiuni 2 cu pretul 7

publicare | User 46 firma 7 numar actiuni 4 cu pretul 10

publicare | User 46 firma 6 numar actiuni 3 cu pretul 5

publicare | User 46 firma 5 numar actiuni 3 cu pretul 5

publicare | User 46 firma 4 numar actiuni 4 cu pretul 3

publicare | User 46 firma 9 numar actiuni 1 cu pretul 10

publicare | User 46 firma 8 numar actiuni 1 cu pretul 8

publicare | User 46 firma 3 numar actiuni 1 cu pretul 7

publicare | User 46 firma 2 numar actiuni 1 cu pretul 10

publicare | User 46 firma 1 numar actiuni 1 cu pretul 9

publicare | User 46 firma 0 numar actiuni 1 cu pretul 7

publicare | User 46 firma 7 numar actiuni 1 cu pretul 10

publicare | User 46 firma 6 numar actiuni 2 cu pretul 5

publicare | User 46 firma 5 numar actiuni 2 cu pretul 5

publicare | User 46 firma 4 numar actiuni 3 cu pretul 3

publicare | User 46 firma 9 numar actiuni 1 cu pretul 10

publicare | User 46 firma 8 numar actiuni 1 cu pretul 8

publicare | User 46 firma 3 numar actiuni 2 cu pretul 7

publicare | User 46 firma 2 numar actiuni 2 cu pretul 10

publicare | User 46 firma 1 numar actiuni 1 cu pretul 9

publicare | User 46 firma 0 numar actiuni 2 cu pretul 7

publicare | User 46 firma 7 numar actiuni 3 cu pretul 10

publicare | User 46 firma 6 numar actiuni 7 cu pretul 5

publicare | User 46 firma 5 numar actiuni 1 cu pretul 5

publicare | User 46 firma 4 numar actiuni 7 cu pretul 3

publicare | User 46 firma 9 numar actiuni 1 cu pretul 10

publicare | User 46 firma 8 numar actiuni 3 cu pretul 8

publicare | User 46 firma 3 numar actiuni 4 cu pretul 7

publicare | User 46 firma 2 numar actiuni 2 cu pretul 10

publicare | User 46 firma 1 numar actiuni 1 cu pretul 9

publicare | User 46 firma 0 numar actiuni 3 cu pretul 7

publicare | User 46 firma 7 numar actiuni 3 cu pretul 10

publicare | User 46 firma 6 numar actiuni 7 cu pretul 5

publicare | User 46 firma 5 numar actiuni 1 cu pretul 5

publicare | User 46 firma 4 numar actiuni 2 cu pretul 3

publicare | User 46 firma 9 numar actiuni 1 cu pretul 10

publicare | User 46 firma 8 numar actiuni 3 cu pretul 8

publicare | User 47 firma 3 numar actiuni 2 cu pretul 2

publicare | User 47 firma 2 numar actiuni 6 cu pretul 7

publicare | User 47 firma 1 numar actiuni 1 cu pretul 7

publicare | User 47 firma 0 numar actiuni 5 cu pretul 5

publicare | User 47 firma 7 numar actiuni 4 cu pretul 3

publicare | User 47 firma 6 numar actiuni 2 cu pretul 10

publicare | User 47 firma 5 numar actiuni 4 cu pretul 9

publicare | User 47 firma 4 numar actiuni 1 cu pretul 6

publicare | User 47 firma 9 numar actiuni 1 cu pretul 3

publicare | User 47 firma 8 numar actiuni 2 cu pretul 6

publicare | User 47 firma 3 numar actiuni 1 cu pretul 2

publicare | User 47 firma 2 numar actiuni 5 cu pretul 7

publicare | User 47 firma 1 numar actiuni 1 cu pretul 7

publicare | User 47 firma 0 numar actiuni 5 cu pretul 5

publicare | User 47 firma 7 numar actiuni 2 cu pretul 3

publicare | User 47 firma 6 numar actiuni 2 cu pretul 10

publicare | User 47 firma 5 numar actiuni 3 cu pretul 9

publicare | User 47 firma 4 numar actiuni 1 cu pretul 6

publicare | User 47 firma 9 numar actiuni 4 cu pretul 3

publicare | User 47 firma 8 numar actiuni 3 cu pretul 6

publicare | User 48 firma 3 numar actiuni 2 cu pretul 10

publicare | User 48 firma 2 numar actiuni 4 cu pretul 3

publicare | User 48 firma 1 numar actiuni 1 cu pretul 5

publicare | User 48 firma 0 numar actiuni 1 cu pretul 8

publicare | User 48 firma 7 numar actiuni 1 cu pretul 1

publicare | User 48 firma 6 numar actiuni 1 cu pretul 6

publicare | User 48 firma 5 numar actiuni 4 cu pretul 3

publicare | User 48 firma 4 numar actiuni 1 cu pretul 6

publicare | User 48 firma 9 numar actiuni 1 cu pretul 1

publicare | User 48 firma 8 numar actiuni 1 cu pretul 5

publicare | User 49 firma 3 numar actiuni 1 cu pretul 10

publicare | User 49 firma 2 numar actiuni 1 cu pretul 10

publicare | User 49 firma 1 numar actiuni 2 cu pretul 6

publicare | User 49 firma 0 numar actiuni 3 cu pretul 8

publicare | User 49 firma 7 numar actiuni 3 cu pretul 5

publicare | User 49 firma 6 numar actiuni 1 cu pretul 8

publicare | User 49 firma 5 numar actiuni 2 cu pretul 2

publicare | User 49 firma 4 numar actiuni 3 cu pretul 10

publicare | User 49 firma 9 numar actiuni 6 cu pretul 9

publicare | User 49 firma 8 numar actiuni 4 cu pretul 2

publicare | User 49 firma 3 numar actiuni 4 cu pretul 10

publicare | User 49 firma 2 numar actiuni 1 cu pretul 10

publicare | User 49 firma 1 numar actiuni 1 cu pretul 6

publicare | User 49 firma 0 numar actiuni 8 cu pretul 8

publicare | User 49 firma 7 numar actiuni 1 cu pretul 5

publicare | User 49 firma 6 numar actiuni 1 cu pretul 8

publicare | User 49 firma 5 numar actiuni 1 cu pretul 2

publicare | User 49 firma 4 numar actiuni 4 cu pretul 10

publicare | User 49 firma 9 numar actiuni 8 cu pretul 9

publicare | User 49 firma 8 numar actiuni 6 cu pretul 2

publicare | User 50 firma 3 numar actiuni 5 cu pretul 6

publicare | User 50 firma 2 numar actiuni 3 cu pretul 7

publicare | User 50 firma 1 numar actiuni 4 cu pretul 7

publicare | User 50 firma 0 numar actiuni 3 cu pretul 9

publicare | User 50 firma 7 numar actiuni 1 cu pretul 10

publicare | User 50 firma 6 numar actiuni 4 cu pretul 10

publicare | User 50 firma 5 numar actiuni 1 cu pretul 5

publicare | User 50 firma 4 numar actiuni 6 cu pretul 2

publicare | User 50 firma 9 numar actiuni 2 cu pretul 10

publicare | User 50 firma 8 numar actiuni 2 cu pretul 2

publicare | User 50 firma 3 numar actiuni 1 cu pretul 6

publicare | User 50 firma 2 numar actiuni 2 cu pretul 7

publicare | User 50 firma 1 numar actiuni 5 cu pretul 7

publicare | User 50 firma 0 numar actiuni 2 cu pretul 9

publicare | User 50 firma 7 numar actiuni 1 cu pretul 10

publicare | User 50 firma 6 numar actiuni 5 cu pretul 10

publicare | User 50 firma 5 numar actiuni 1 cu pretul 5

publicare | User 50 firma 4 numar actiuni 1 cu pretul 2

publicare | User 50 firma 9 numar actiuni 2 cu pretul 10

publicare | User 50 firma 8 numar actiuni 2 cu pretul 2

publicare | User 51 firma 3 numar actiuni 1 cu pretul 8

publicare | User 51 firma 2 numar actiuni 4 cu pretul 7

publicare | User 51 firma 1 numar actiuni 1 cu pretul 5

publicare | User 51 firma 0 numar actiuni 5 cu pretul 9

publicare | User 51 firma 7 numar actiuni 1 cu pretul 2

publicare | User 51 firma 6 numar actiuni 2 cu pretul 7

publicare | User 51 firma 5 numar actiuni 5 cu pretul 8

publicare | User 51 firma 4 numar actiuni 2 cu pretul 10

publicare | User 51 firma 9 numar actiuni 3 cu pretul 4

publicare | User 51 firma 8 numar actiuni 1 cu pretul 3

publicare | User 51 firma 3 numar actiuni 2 cu pretul 8

publicare | User 51 firma 2 numar actiuni 5 cu pretul 7

publicare | User 51 firma 1 numar actiuni 4 cu pretul 5

publicare | User 51 firma 0 numar actiuni 5 cu pretul 9

publicare | User 51 firma 7 numar actiuni 1 cu pretul 2

publicare | User 51 firma 6 numar actiuni 1 cu pretul 7

publicare | User 51 firma 5 numar actiuni 8 cu pretul 8

publicare | User 51 firma 4 numar actiuni 2 cu pretul 10

publicare | User 51 firma 9 numar actiuni 2 cu pretul 4

publicare | User 51 firma 8 numar actiuni 2 cu pretul 3

publicare | User 52 firma 3 numar actiuni 1 cu pretul 3

publicare | User 52 firma 2 numar actiuni 10 cu pretul 4

publicare | User 52 firma 1 numar actiuni 5 cu pretul 10

publicare | User 52 firma 0 numar actiuni 1 cu pretul 5

publicare | User 52 firma 7 numar actiuni 3 cu pretul 4

publicare | User 52 firma 6 numar actiuni 2 cu pretul 7

publicare | User 52 firma 5 numar actiuni 1 cu pretul 6

publicare | User 52 firma 4 numar actiuni 3 cu pretul 4

publicare | User 52 firma 9 numar actiuni 6 cu pretul 5

publicare | User 52 firma 8 numar actiuni 7 cu pretul 9

publicare | User 53 firma 3 numar actiuni 5 cu pretul 3

publicare | User 53 firma 2 numar actiuni 1 cu pretul 8

publicare | User 53 firma 1 numar actiuni 7 cu pretul 9

publicare | User 53 firma 0 numar actiuni 5 cu pretul 9

publicare | User 53 firma 7 numar actiuni 2 cu pretul 10

publicare | User 53 firma 6 numar actiuni 3 cu pretul 1

publicare | User 53 firma 5 numar actiuni 1 cu pretul 10

publicare | User 53 firma 4 numar actiuni 3 cu pretul 1

publicare | User 53 firma 9 numar actiuni 9 cu pretul 8

publicare | User 53 firma 8 numar actiuni 4 cu pretul 10

publicare | User 53 firma 3 numar actiuni 2 cu pretul 3

publicare | User 53 firma 2 numar actiuni 2 cu pretul 8

publicare | User 53 firma 1 numar actiuni 7 cu pretul 9

publicare | User 53 firma 0 numar actiuni 6 cu pretul 9

publicare | User 53 firma 7 numar actiuni 6 cu pretul 10

publicare | User 53 firma 6 numar actiuni 5 cu pretul 1

publicare | User 53 firma 5 numar actiuni 1 cu pretul 10

publicare | User 53 firma 4 numar actiuni 5 cu pretul 1

publicare | User 53 firma 9 numar actiuni 5 cu pretul 8

publicare | User 53 firma 8 numar actiuni 2 cu pretul 10

publicare | User 53 firma 3 numar actiuni 3 cu pretul 3

publicare | User 53 firma 2 numar actiuni 2 cu pretul 8

publicare | User 53 firma 1 numar actiuni 5 cu pretul 9

publicare | User 53 firma 0 numar actiuni 6 cu pretul 9

publicare | User 53 firma 7 numar actiuni 7 cu pretul 10

publicare | User 53 firma 6 numar actiuni 4 cu pretul 1

publicare | User 53 firma 5 numar actiuni 1 cu pretul 10

publicare | User 53 firma 4 numar actiuni 1 cu pretul 1

publicare | User 53 firma 9 numar actiuni 8 cu pretul 8

publicare | User 53 firma 8 numar actiuni 2 cu pretul 10

publicare | User 53 firma 3 numar actiuni 4 cu pretul 3

publicare | User 53 firma 2 numar actiuni 2 cu pretul 8

publicare | User 53 firma 1 numar actiuni 9 cu pretul 9

publicare | User 53 firma 0 numar actiuni 1 cu pretul 9

publicare | User 53 firma 7 numar actiuni 7 cu pretul 10

publicare | User 53 firma 6 numar actiuni 5 cu pretul 1

publicare | User 53 firma 5 numar actiuni 1 cu pretul 10

publicare | User 53 firma 4 numar actiuni 5 cu pretul 1

publicare | User 53 firma 9 numar actiuni 3 cu pretul 8

publicare | User 53 firma 8 numar actiuni 2 cu pretul 10

publicare | User 54 firma 3 numar actiuni 4 cu pretul 10

publicare | User 54 firma 2 numar actiuni 2 cu pretul 7

publicare | User 54 firma 1 numar actiuni 2 cu pretul 3

publicare | User 54 firma 0 numar actiuni 1 cu pretul 1

publicare | User 54 firma 7 numar actiuni 1 cu pretul 10

publicare | User 54 firma 6 numar actiuni 1 cu pretul 1

publicare | User 54 firma 5 numar actiuni 8 cu pretul 9

publicare | User 54 firma 4 numar actiuni 1 cu pretul 8

publicare | User 54 firma 9 numar actiuni 3 cu pretul 6

publicare | User 54 firma 8 numar actiuni 3 cu pretul 7

publicare | User 54 firma 3 numar actiuni 2 cu pretul 10

publicare | User 54 firma 2 numar actiuni 1 cu pretul 7

publicare | User 54 firma 1 numar actiuni 4 cu pretul 3

publicare | User 54 firma 0 numar actiuni 2 cu pretul 1

publicare | User 54 firma 7 numar actiuni 1 cu pretul 10

publicare | User 54 firma 6 numar actiuni 4 cu pretul 1

publicare | User 54 firma 5 numar actiuni 4 cu pretul 9

publicare | User 54 firma 4 numar actiuni 5 cu pretul 8

publicare | User 54 firma 9 numar actiuni 5 cu pretul 6

publicare | User 54 firma 8 numar actiuni 6 cu pretul 7

publicare | User 55 firma 3 numar actiuni 2 cu pretul 7

publicare | User 55 firma 2 numar actiuni 2 cu pretul 7

publicare | User 55 firma 1 numar actiuni 1 cu pretul 5

publicare | User 55 firma 0 numar actiuni 5 cu pretul 1

publicare | User 55 firma 7 numar actiuni 3 cu pretul 3

publicare | User 55 firma 6 numar actiuni 3 cu pretul 5

publicare | User 55 firma 5 numar actiuni 2 cu pretul 3

publicare | User 55 firma 4 numar actiuni 5 cu pretul 2

publicare | User 55 firma 9 numar actiuni 9 cu pretul 10

publicare | User 55 firma 8 numar actiuni 1 cu pretul 4

publicare | User 55 firma 3 numar actiuni 1 cu pretul 7

publicare | User 55 firma 2 numar actiuni 2 cu pretul 7

publicare | User 55 firma 1 numar actiuni 3 cu pretul 5

publicare | User 55 firma 0 numar actiuni 10 cu pretul 1

publicare | User 55 firma 7 numar actiuni 1 cu pretul 3

publicare | User 55 firma 6 numar actiuni 5 cu pretul 5

publicare | User 55 firma 5 numar actiuni 6 cu pretul 3

publicare | User 55 firma 4 numar actiuni 1 cu pretul 2

publicare | User 55 firma 9 numar actiuni 5 cu pretul 10

publicare | User 55 firma 8 numar actiuni 1 cu pretul 4

publicare | User 55 firma 3 numar actiuni 3 cu pretul 7

publicare | User 55 firma 2 numar actiuni 1 cu pretul 7

publicare | User 55 firma 1 numar actiuni 7 cu pretul 5

publicare | User 55 firma 0 numar actiuni 2 cu pretul 1

publicare | User 55 firma 7 numar actiuni 2 cu pretul 3

publicare | User 55 firma 6 numar actiuni 2 cu pretul 5

publicare | User 55 firma 5 numar actiuni 6 cu pretul 3

publicare | User 55 firma 4 numar actiuni 5 cu pretul 2

publicare | User 55 firma 9 numar actiuni 9 cu pretul 10

publicare | User 55 firma 8 numar actiuni 1 cu pretul 4

publicare | User 56 firma 3 numar actiuni 2 cu pretul 9

publicare | User 56 firma 2 numar actiuni 6 cu pretul 2

publicare | User 56 firma 1 numar actiuni 1 cu pretul 10

publicare | User 56 firma 0 numar actiuni 1 cu pretul 7

publicare | User 56 firma 7 numar actiuni 4 cu pretul 8

publicare | User 56 firma 6 numar actiuni 1 cu pretul 4

publicare | User 56 firma 5 numar actiuni 1 cu pretul 3

publicare | User 56 firma 4 numar actiuni 3 cu pretul 6

publicare | User 56 firma 9 numar actiuni 4 cu pretul 5

publicare | User 56 firma 8 numar actiuni 3 cu pretul 4

publicare | User 57 firma 3 numar actiuni 3 cu pretul 2

publicare | User 57 firma 2 numar actiuni 1 cu pretul 6

publicare | User 57 firma 1 numar actiuni 6 cu pretul 3

publicare | User 57 firma 0 numar actiuni 1 cu pretul 5

publicare | User 57 firma 7 numar actiuni 3 cu pretul 4

publicare | User 57 firma 6 numar actiuni 4 cu pretul 2

publicare | User 57 firma 5 numar actiuni 3 cu pretul 10

publicare | User 57 firma 4 numar actiuni 7 cu pretul 3

publicare | User 57 firma 9 numar actiuni 7 cu pretul 1

publicare | User 57 firma 8 numar actiuni 3 cu pretul 2

publicare | User 57 firma 3 numar actiuni 8 cu pretul 2

publicare | User 57 firma 2 numar actiuni 1 cu pretul 6

publicare | User 57 firma 1 numar actiuni 1 cu pretul 3

publicare | User 57 firma 0 numar actiuni 1 cu pretul 5

publicare | User 57 firma 7 numar actiuni 7 cu pretul 4

publicare | User 57 firma 6 numar actiuni 4 cu pretul 2

publicare | User 57 firma 5 numar actiuni 4 cu pretul 10

publicare | User 57 firma 4 numar actiuni 8 cu pretul 3

publicare | User 57 firma 9 numar actiuni 7 cu pretul 1

publicare | User 57 firma 8 numar actiuni 5 cu pretul 2

publicare | User 58 firma 3 numar actiuni 6 cu pretul 7

publicare | User 58 firma 2 numar actiuni 2 cu pretul 1

publicare | User 58 firma 1 numar actiuni 3 cu pretul 9

publicare | User 58 firma 0 numar actiuni 1 cu pretul 4

publicare | User 58 firma 7 numar actiuni 4 cu pretul 4

publicare | User 58 firma 6 numar actiuni 8 cu pretul 3

publicare | User 58 firma 5 numar actiuni 3 cu pretul 7

publicare | User 58 firma 4 numar actiuni 4 cu pretul 4

publicare | User 58 firma 9 numar actiuni 4 cu pretul 8

publicare | User 58 firma 8 numar actiuni 7 cu pretul 4

publicare | User 59 firma 3 numar actiuni 1 cu pretul 5

publicare | User 59 firma 2 numar actiuni 1 cu pretul 10

publicare | User 59 firma 1 numar actiuni 2 cu pretul 2

publicare | User 59 firma 0 numar actiuni 2 cu pretul 2

publicare | User 59 firma 7 numar actiuni 8 cu pretul 6

publicare | User 59 firma 6 numar actiuni 4 cu pretul 5

publicare | User 59 firma 5 numar actiuni 9 cu pretul 7

publicare | User 59 firma 4 numar actiuni 1 cu pretul 9

publicare | User 59 firma 9 numar actiuni 1 cu pretul 5

publicare | User 59 firma 8 numar actiuni 1 cu pretul 4

publicare | User 59 firma 3 numar actiuni 1 cu pretul 5

publicare | User 59 firma 2 numar actiuni 1 cu pretul 10

publicare | User 59 firma 1 numar actiuni 1 cu pretul 2

publicare | User 59 firma 0 numar actiuni 2 cu pretul 2

publicare | User 59 firma 7 numar actiuni 7 cu pretul 6

publicare | User 59 firma 6 numar actiuni 5 cu pretul 5

publicare | User 59 firma 5 numar actiuni 7 cu pretul 7

publicare | User 59 firma 4 numar actiuni 4 cu pretul 9

publicare | User 59 firma 9 numar actiuni 1 cu pretul 5

publicare | User 59 firma 8 numar actiuni 1 cu pretul 4

publicare | User 60 firma 3 numar actiuni 4 cu pretul 8

publicare | User 60 firma 2 numar actiuni 1 cu pretul 9

publicare | User 60 firma 1 numar actiuni 1 cu pretul 6

publicare | User 60 firma 0 numar actiuni 3 cu pretul 4

publicare | User 60 firma 7 numar actiuni 3 cu pretul 8

publicare | User 60 firma 6 numar actiuni 1 cu pretul 3

publicare | User 60 firma 5 numar actiuni 2 cu pretul 4

publicare | User 60 firma 4 numar actiuni 2 cu pretul 6

publicare | User 60 firma 9 numar actiuni 2 cu pretul 9

publicare | User 60 firma 8 numar actiuni 1 cu pretul 7

publicare | User 61 firma 3 numar actiuni 1 cu pretul 3

publicare | User 61 firma 2 numar actiuni 3 cu pretul 4

publicare | User 61 firma 1 numar actiuni 3 cu pretul 3

publicare | User 61 firma 0 numar actiuni 3 cu pretul 5

publicare | User 61 firma 7 numar actiuni 1 cu pretul 8

publicare | User 61 firma 6 numar actiuni 2 cu pretul 7

publicare | User 61 firma 5 numar actiuni 1 cu pretul 1

